-----Experiment Information-----
Algorithm
|	Type: Evolutionary Algorithm
File Paths
|	Problem file: 50Shapes.txt
|	Configuration file: 50ShapesConfig1.json
|	Log file: logs/50ShapesTrial2.txt
|	Solution file: solutions/50ShapesTrial2.txt
RNG
|	Type: time
|	Seed: 1571876442524
Experiment
|	Number of Runs: 30
|	Number of Evaluations: 1000
EA Settings
|	Initialization Strategy: uniform-random
|	Initial Population Seeding: False
|	Parent Selection: k-tournament
|	Parent K Tournament Size: 2
|	Survival Strategy: plus
|	Survival Selection: truncation
|	Termination Condition: evaluations
|	Population Size: 100
|	Offspring Count: 10
|	Number of Runs: 30
|	Mutation Rate: 0.3
--------------------------------

Result Log

Run 1
100	3.24	14	0.25	3
110	3.72	14	0.26	3
120	4.02	16	0.31	3
130	4.3	16	0.31	3
140	4.6	16	0.33	3
150	4.93	16	0.36	3
160	5.1	16	0.38	3
170	5.26	16	0.39	3
180	5.46	16	0.42	3
190	6.07	18	0.43	3
200	5.98	18	0.43	3
210	6.29	18	0.43	3
220	6.43	18	0.45	3
230	6.53	18	0.45	3
240	6.55	18	0.45	3
250	6.82	18	0.47	3
260	6.74	18	0.5	3
270	6.71	18	0.51	3
280	6.79	18	0.53	3
290	6.74	18	0.55	3
300	6.64	18	0.56	3
310	6.76	18	0.58	3
320	6.81	18	0.6	3
330	6.84	18	0.61	3
340	7.19	18	0.61	3
350	7.31	18	0.6	3
360	7.13	18	0.63	3
370	7.63	18	0.58	3
380	7.8	19	0.6	3
390	7.84	19	0.58	3
400	7.73	19	0.59	3
410	7.98	19	0.59	3
420	7.92	19	0.59	3
430	8.13	19	0.61	3
440	8.29	19	0.61	3
450	8.14	19	0.64	3
460	7.9	19	0.67	3
470	7.97	19	0.67	3
480	8.02	19	0.67	3
490	8.14	19	0.66	3
500	8.05	19	0.67	3
510	8.17	22	0.7	3
520	7.98	22	0.72	3
530	7.92	22	0.72	3
540	8.05	22	0.71	3
550	8.29	22	0.75	3
560	8.22	22	0.78	3
570	8.09	22	0.8	3
580	7.73	22	0.83	3
590	7.79	22	0.84	3
600	8.01	22	0.81	3
610	8.05	22	0.81	3
620	8.25	22	0.77	3
630	8.0	22	0.78	3
640	8.04	22	0.78	3
650	8.31	22	0.77	3
660	8.39	22	0.78	3
670	8.55	22	0.78	3
680	8.75	22	0.76	3
690	8.9	22	0.77	3
700	8.85	22	0.77	3
710	8.96	22	0.79	3
720	8.94	22	0.81	3
