1
184,11,0
162,2,3
0,0,0
60,7,3
99,4,2
42,16,1
150,6,0
107,7,2
30,4,1
92,11,1
147,14,1
180,10,0
139,1,3
5,8,1
172,8,3
97,10,0
101,17,0
119,4,2
160,14,1
172,7,3
93,7,0
171,1,0
110,17,2
82,7,0
35,1,3
44,16,1
98,0,3
103,1,0
115,17,2
59,2,1
141,6,1
74,5,3
92,4,1
70,11,1
34,11,2
9,15,0
20,0,2
62,0,3
66,16,1
36,12,3
125,15,3
185,6,1
185,12,3
155,3,3
41,8,3
84,17,2
2,9,3
127,5,1
177,5,3
127,8,0

